location,date,vehicles
HB-Mahndorfer See,2016-01-09T14:00Z,5694
HB-Mahndorfer See,2016-01-09T15:00Z,6157
HB-Mahndorfer See,2016-01-09T16:00Z,5340
HB-Mahndorfer See,2016-01-07T23:00Z,1529
HB-Mahndorfer See,2016-01-09T17:00Z,4911
HB-Mahndorfer See,2016-01-09T09:00Z,2269
HB-Mahndorfer See,2016-01-09T18:00Z,4467
HB-Mahndorfer See,2016-01-09T19:00Z,3691
HB-Mahndorfer See,2016-01-09T20:00Z,2967
HB-Mahndorfer See,2016-01-09T21:00Z,2105
HB-Mahndorfer See,2016-01-09T23:00Z,1310
HB-Mahndorfer See,2016-01-09T22:00Z,1495
Groß Ippener,2016-01-04,839
Groß Ippener,2016-01-04T01:00Z,629
Groß Ippener,2016-01-04T02:00Z,429
Groß Ippener,2016-01-04T03:00Z,474
Groß Ippener,2016-01-04T04:00Z,547
Groß Ippener,2016-01-04T05:00Z,648
Groß Ippener,2016-01-04T06:00Z,1044
Groß Ippener,2016-01-04T07:00Z,1640
Groß Ippener,2016-01-04T08:00Z,2025
Groß Ippener,2016-01-04T09:00Z,2025
Groß Ippener,2016-01-04T10:00Z,2071
Groß Ippener,2016-01-04T14:00Z,2960
Groß Ippener,2016-01-04T15:00Z,2838
Groß Ippener,2016-01-04T16:00Z,2768
Groß Ippener,2016-01-04T17:00Z,2701
Groß Ippener,2016-01-04T18:00Z,2456
Groß Ippener,2016-01-04T19:00Z,2116
Groß Ippener,2016-01-04T20:00Z,1628
Groß Ippener,2016-01-04T21:00Z,1397
Groß Ippener,2016-01-04T22:00Z,1059
Groß Ippener,2016-01-04T23:00Z,859
Groß Ippener,2016-01-05,680
Groß Ippener,2016-01-05T01:00Z,550
Groß Ippener,2016-01-05T02:00Z,471
Groß Ippener,2016-01-05T03:00Z,503
Groß Ippener,2016-01-05T04:00Z,473
Groß Ippener,2016-01-05T05:00Z,581
Groß Ippener,2016-01-05T06:00Z,837
Groß Ippener,2016-01-05T07:00Z,1258
Groß Ippener,2016-01-04T11:00Z,2108
Groß Ippener,2016-01-04T12:00Z,2582
Groß Ippener,2016-01-04T13:00Z,2860
Groß Ippener,2016-01-05T08:00Z,1614
Groß Ippener,2016-01-05T09:00Z,1672
Groß Ippener,2016-01-05T10:00Z,1795
Groß Ippener,2016-01-05T11:00Z,1811
Groß Ippener,2016-01-05T12:00Z,1854
Groß Ippener,2016-01-05T16:00Z,2907
Groß Ippener,2016-01-05T17:00Z,2605
Groß Ippener,2016-01-05T18:00Z,2458
Groß Ippener,2016-01-05T19:00Z,2191
Groß Ippener,2016-01-05T20:00Z,1804
Groß Ippener,2016-01-05T21:00Z,1267
Groß Ippener,2016-01-05T22:00Z,941
Groß Ippener,2016-01-05T23:00Z,877
Groß Ippener,2016-01-06,902
Groß Ippener,2016-01-06T01:00Z,683
Groß Ippener,2016-01-06T02:00Z,587
Groß Ippener,2016-01-06T03:00Z,526
Groß Ippener,2016-01-06T04:00Z,560
Groß Ippener,2016-01-06T05:00Z,702
Groß Ippener,2016-01-06T06:00Z,951
Groß Ippener,2016-01-06T07:00Z,1523
Groß Ippener,2016-01-06T08:00Z,1928
Groß Ippener,2016-01-06T09:00Z,1987
Groß Ippener,2016-01-05T13:00Z,1898
Groß Ippener,2016-01-05T14:00Z,2487
Groß Ippener,2016-01-05T15:00Z,2793
Groß Ippener,2016-01-06T10:00Z,1987
Groß Ippener,2016-01-06T11:00Z,1973
Groß Ippener,2016-01-06T12:00Z,2348
Groß Ippener,2016-01-06T13:00Z,2670
Groß Ippener,2016-01-06T14:00Z,2639
Groß Ippener,2016-01-06T18:00Z,2644
Groß Ippener,2016-01-06T19:00Z,2228
Groß Ippener,2016-01-06T20:00Z,1576
Groß Ippener,2016-01-06T21:00Z,1178
Groß Ippener,2016-01-06T22:00Z,917
Groß Ippener,2016-01-06T23:00Z,797
Groß Ippener,2016-01-07,648
Groß Ippener,2016-01-07T01:00Z,560
Groß Ippener,2016-01-07T02:00Z,492
Groß Ippener,2016-01-07T03:00Z,430
Groß Ippener,2016-01-07T04:00Z,473
Groß Ippener,2016-01-07T05:00Z,561
Groß Ippener,2016-01-07T06:00Z,918
Groß Ippener,2016-01-07T07:00Z,1527
Groß Ippener,2016-01-07T08:00Z,2007
Groß Ippener,2016-01-07T09:00Z,2094
Groß Ippener,2016-01-07T10:00Z,1944
Groß Ippener,2016-01-07T11:00Z,2000
Groß Ippener,2016-01-06T15:00Z,2808
Groß Ippener,2016-01-06T16:00Z,2796
Groß Ippener,2016-01-06T17:00Z,2860
Groß Ippener,2016-01-07T12:00Z,2133
Groß Ippener,2016-01-07T13:00Z,2468
Groß Ippener,2016-01-07T14:00Z,2472
Groß Ippener,2016-01-07T15:00Z,2504
Groß Ippener,2016-01-07T16:00Z,2602
Groß Ippener,2016-01-07T20:00Z,1511
Groß Ippener,2016-01-07T21:00Z,1083
Groß Ippener,2016-01-07T22:00Z,1025
Groß Ippener,2016-01-07T23:00Z,597
Groß Ippener,2016-01-08,786
Groß Ippener,2016-01-08T01:00Z,490
Groß Ippener,2016-01-08T02:00Z,503
Groß Ippener,2016-01-08T03:00Z,408
Groß Ippener,2016-01-08T04:00Z,444
Groß Ippener,2016-01-08T05:00Z,598
Groß Ippener,2016-01-08T06:00Z,903
Groß Ippener,2016-01-08T07:00Z,1427
Groß Ippener,2016-01-08T08:00Z,1820
Groß Ippener,2016-01-08T09:00Z,1803
Groß Ippener,2016-01-08T10:00Z,1912
Groß Ippener,2016-01-08T11:00Z,2090
Groß Ippener,2016-01-08T12:00Z,2587
Groß Ippener,2016-01-08T13:00Z,2918
Groß Ippener,2016-01-07T17:00Z,2814
Groß Ippener,2016-01-07T18:00Z,2430
Groß Ippener,2016-01-07T19:00Z,1992
Groß Ippener,2016-01-08T14:00Z,3240
Groß Ippener,2016-01-08T15:00Z,3647
Groß Ippener,2016-01-08T18:00Z,3227
Groß Ippener,2016-01-08T17:00Z,3221
Groß Ippener,2016-01-08T20:00Z,1960
Groß Ippener,2016-01-08T21:00Z,1470
Groß Ippener,2016-01-08T22:00Z,1131
Groß Ippener,2016-01-09,760
Groß Ippener,2016-01-08T23:00Z,896
Groß Ippener,2016-01-09T01:00Z,586
Groß Ippener,2016-01-08T19:00Z,2726
Groß Ippener,2016-01-09T04:00Z,423
Groß Ippener,2016-01-09T05:00Z,352
Groß Ippener,2016-01-09T06:00Z,495
Groß Ippener,2016-01-09T07:00Z,679
Groß Ippener,2016-01-09T08:00Z,967
Groß Ippener,2016-01-09T09:00Z,1258
Groß Ippener,2016-01-09T10:00Z,1704
Groß Ippener,2016-01-09T02:00Z,487
Groß Ippener,2016-01-09T03:00Z,359
Groß Ippener,2016-01-08T16:00Z,3545
Groß Ippener,2016-01-09T11:00Z,2156
Groß Ippener,2016-01-09T12:00Z,2375
Groß Ippener,2016-01-09T13:00Z,2520
Groß Ippener,2016-01-09T14:00Z,2498
Groß Ippener,2016-01-09T15:00Z,2377
Groß Ippener,2016-01-09T18:00Z,1851
Groß Ippener,2016-01-09T19:00Z,1510
Groß Ippener,2016-01-09T20:00Z,1174
Groß Ippener,2016-01-09T21:00Z,967
Groß Ippener,2016-01-09T23:00Z,585
Groß Ippener,2016-01-09T22:00Z,689
Groß Ippener,2016-01-09T16:00Z,2298
Groß Ippener,2016-01-09T17:00Z,2030
Uphusen,2016-01-04,1450
Uphusen,2016-01-04T03:00Z,701
Uphusen,2016-01-04T02:00Z,663
Uphusen,2016-01-04T05:00Z,1142
Uphusen,2016-01-04T04:00Z,742
Uphusen,2016-01-04T06:00Z,2496
Uphusen,2016-01-04T01:00Z,900
Uphusen,2016-01-04T07:00Z,4149
Uphusen,2016-01-04T11:00Z,4286
Uphusen,2016-01-04T12:00Z,5014
Uphusen,2016-01-04T13:00Z,5270
Uphusen,2016-01-04T14:00Z,5545
Uphusen,2016-01-04T15:00Z,5600
Uphusen,2016-01-04T16:00Z,5536
Uphusen,2016-01-04T17:00Z,5760
Uphusen,2016-01-04T18:00Z,5345
Uphusen,2016-01-04T19:00Z,4035
Uphusen,2016-01-04T20:00Z,2896
Uphusen,2016-01-04T21:00Z,2367
Uphusen,2016-01-04T22:00Z,1911
Uphusen,2016-01-04T23:00Z,1439
Uphusen,2016-01-05,1013
Uphusen,2016-01-05T01:00Z,817
Uphusen,2016-01-05T02:00Z,683
Uphusen,2016-01-05T03:00Z,633
Uphusen,2016-01-05T04:00Z,695
Uphusen,2016-01-05T05:00Z,939
Uphusen,2016-01-04T08:00Z,5483
Uphusen,2016-01-05T07:00Z,3306
Uphusen,2016-01-05T06:00Z,2024
Uphusen,2016-01-05T09:00Z,3555
Uphusen,2016-01-05T08:00Z,4295
Uphusen,2016-01-05T10:00Z,3313
Uphusen,2016-01-05T12:00Z,3277
Uphusen,2016-01-05T11:00Z,3234
Uphusen,2016-01-05T13:00Z,3769
Uphusen,2016-01-05T14:00Z,4154
Uphusen,2016-01-05T15:00Z,4830
Uphusen,2016-01-04T09:00Z,4604
Uphusen,2016-01-05T18:00Z,5092
Uphusen,2016-01-05T19:00Z,4044
Uphusen,2016-01-05T17:00Z,5080
Uphusen,2016-01-05T20:00Z,2774
Uphusen,2016-01-05T21:00Z,2001
Uphusen,2016-01-05T22:00Z,1711
Uphusen,2016-01-05T23:00Z,1326
Uphusen,2016-01-06,1567
Uphusen,2016-01-05T16:00Z,4420
Uphusen,2016-01-06T03:00Z,696
Uphusen,2016-01-06T04:00Z,825
Uphusen,2016-01-06T05:00Z,1030
Uphusen,2016-01-06T06:00Z,2253
Uphusen,2016-01-06T07:00Z,3546
Uphusen,2016-01-06T08:00Z,5077
Uphusen,2016-01-06T09:00Z,4396
Uphusen,2016-01-06T10:00Z,4025
Uphusen,2016-01-06T11:00Z,3929
Uphusen,2016-01-06T12:00Z,4428
Uphusen,2016-01-06T13:00Z,4889
Uphusen,2016-01-06T14:00Z,5202
Uphusen,2016-01-06T15:00Z,5496
Uphusen,2016-01-06T16:00Z,5633
Uphusen,2016-01-06T01:00Z,876
Uphusen,2016-01-06T17:00Z,6221
Uphusen,2016-01-06T18:00Z,5726
Uphusen,2016-01-06T19:00Z,4418
Uphusen,2016-01-06T20:00Z,2972
Uphusen,2016-01-06T21:00Z,2098
Uphusen,2016-01-06T02:00Z,748
Uphusen,2016-01-04T10:00Z,4244
Uphusen,2016-01-06T23:00Z,1492
Uphusen,2016-01-06T22:00Z,1688
Uphusen,2016-01-07,960
Uphusen,2016-01-07T01:00Z,692
Uphusen,2016-01-07T02:00Z,687
Uphusen,2016-01-07T05:00Z,933
Uphusen,2016-01-07T06:00Z,2159
Uphusen,2016-01-07T07:00Z,3814
Uphusen,2016-01-07T08:00Z,5536
Uphusen,2016-01-07T09:00Z,4951
Uphusen,2016-01-07T10:00Z,4246
Uphusen,2016-01-07T11:00Z,3914
Uphusen,2016-01-07T12:00Z,4341
Uphusen,2016-01-07T13:00Z,4625
Uphusen,2016-01-07T14:00Z,5120
Uphusen,2016-01-07T15:00Z,5364
Uphusen,2016-01-07T16:00Z,5786
Uphusen,2016-01-07T17:00Z,6148
Uphusen,2016-01-07T18:00Z,5407
Uphusen,2016-01-07T19:00Z,3953
Uphusen,2016-01-07T20:00Z,2590
Uphusen,2016-01-07T21:00Z,1940
Uphusen,2016-01-07T22:00Z,1424
Uphusen,2016-01-07T03:00Z,568
Uphusen,2016-01-08T01:00Z,770
Uphusen,2016-01-08T02:00Z,632
Uphusen,2016-01-08,1003
Uphusen,2016-01-08T03:00Z,600
Uphusen,2016-01-08T04:00Z,654
Uphusen,2016-01-08T05:00Z,908
Uphusen,2016-01-07T23:00Z,1171
Uphusen,2016-01-07T04:00Z,624
Uphusen,2016-01-08T08:00Z,5065
Uphusen,2016-01-08T09:00Z,4497
Uphusen,2016-01-08T10:00Z,4026
Uphusen,2016-01-08T06:00Z,2194
Uphusen,2016-01-08T07:00Z,3579
Uphusen,2016-01-08T12:00Z,5096
Uphusen,2016-01-08T11:00Z,4261
Uphusen,2016-01-08T13:00Z,6174
Uphusen,2016-01-08T14:00Z,6487
Uphusen,2016-01-08T15:00Z,7260
Uphusen,2016-01-08T18:00Z,6229
Uphusen,2016-01-08T19:00Z,5307
Uphusen,2016-01-08T20:00Z,3789
Uphusen,2016-01-08T21:00Z,2697
Uphusen,2016-01-08T22:00Z,2080
Uphusen,2016-01-08T23:00Z,1726
Uphusen,2016-01-09,1355
Uphusen,2016-01-09T01:00Z,931
Uphusen,2016-01-09T02:00Z,695
Uphusen,2016-01-09T03:00Z,674
Uphusen,2016-01-09T04:00Z,624
Uphusen,2016-01-09T05:00Z,581
Uphusen,2016-01-09T07:00Z,1204
Uphusen,2016-01-08T16:00Z,7341
Uphusen,2016-01-09T08:00Z,1603
Uphusen,2016-01-09T09:00Z,2273
Uphusen,2016-01-09T10:00Z,3344
Uphusen,2016-01-09T12:00Z,4934
Uphusen,2016-01-09T11:00Z,4252
Uphusen,2016-01-08T17:00Z,6875
Uphusen,2016-01-09T06:00Z,933
Uphusen,2016-01-09T13:00Z,5073
Uphusen,2016-01-09T14:00Z,5120
Uphusen,2016-01-09T16:00Z,4906
Uphusen,2016-01-09T15:00Z,5386
Uphusen,2016-01-09T17:00Z,4456
Uphusen,2016-01-09T19:00Z,3384
Uphusen,2016-01-09T18:00Z,4209
Uphusen,2016-01-09T20:00Z,2741
Uphusen,2016-01-09T22:00Z,1478
Uphusen,2016-01-09T21:00Z,1926
Uphusen,2016-01-09T23:00Z,1141
Bockel,2016-01-04,1062
Bockel,2016-01-04T01:00Z,624
Bockel,2016-01-04T02:00Z,402
Bockel,2016-01-04T03:00Z,576
Bockel,2016-01-04T04:00Z,498
Bockel,2016-01-04T05:00Z,790
Bockel,2016-01-04T06:00Z,1423
Bockel,2016-01-04T07:00Z,2218
Bockel,2016-01-04T08:00Z,2759
Bockel,2016-01-04T11:00Z,2913
Bockel,2016-01-04T12:00Z,3343
Bockel,2016-01-04T13:00Z,3552
Bockel,2016-01-04T14:00Z,3540
Bockel,2016-01-04T15:00Z,3513
Bockel,2016-01-04T16:00Z,3368
Bockel,2016-01-04T17:00Z,3321
Bockel,2016-01-04T18:00Z,3090
Bockel,2016-01-04T19:00Z,2516
Bockel,2016-01-04T20:00Z,1839
Bockel,2016-01-04T21:00Z,1702
Bockel,2016-01-04T22:00Z,1144
Bockel,2016-01-04T23:00Z,844
Bockel,2016-01-05,681
Bockel,2016-01-05T01:00Z,600
Bockel,2016-01-05T02:00Z,471
Bockel,2016-01-05T04:00Z,435
Bockel,2016-01-05T03:00Z,461
Bockel,2016-01-05T05:00Z,662
Bockel,2016-01-05T06:00Z,1020
Bockel,2016-01-05T07:00Z,1691
Bockel,2016-01-05T08:00Z,2118
Bockel,2016-01-05T09:00Z,2217
Bockel,2016-01-05T11:00Z,2344
Bockel,2016-01-05T10:00Z,2116
Bockel,2016-01-04T09:00Z,2705
Bockel,2016-01-05T13:00Z,1848
Bockel,2016-01-05T14:00Z,3907
Bockel,2016-01-05T15:00Z,3168
Bockel,2016-01-05T16:00Z,3206
Bockel,2016-01-05T17:00Z,2505
Bockel,2016-01-05T18:00Z,2828
Bockel,2016-01-04T10:00Z,2751
Bockel,2016-01-05T12:00Z,2511
Bockel,2016-01-05T21:00Z,1024
Bockel,2016-01-05T22:00Z,1249
Bockel,2016-01-06,851
Bockel,2016-01-05T23:00Z,1179
Bockel,2016-01-06T01:00Z,717
Bockel,2016-01-06T02:00Z,529
Bockel,2016-01-06T04:00Z,556
Bockel,2016-01-06T03:00Z,543
Bockel,2016-01-06T05:00Z,704
Bockel,2016-01-06T06:00Z,1207
Bockel,2016-01-06T07:00Z,1749
Bockel,2016-01-06T08:00Z,2446
Bockel,2016-01-05T19:00Z,2305
Bockel,2016-01-06T09:00Z,2675
Bockel,2016-01-05T20:00Z,1771
Bockel,2016-01-06T10:00Z,2707
Bockel,2016-01-06T13:00Z,3152
Bockel,2016-01-06T14:00Z,3305
Bockel,2016-01-06T15:00Z,3261
Bockel,2016-01-06T16:00Z,3584
Bockel,2016-01-06T11:00Z,2540
Bockel,2016-01-06T12:00Z,2957
Bockel,2016-01-06T17:00Z,3488
Bockel,2016-01-06T18:00Z,3351
Bockel,2016-01-06T19:00Z,2695
Bockel,2016-01-06T20:00Z,1898
Bockel,2016-01-06T21:00Z,1360
Bockel,2016-01-07,704
Bockel,2016-01-07T01:00Z,536
Bockel,2016-01-07T02:00Z,489
Bockel,2016-01-07T03:00Z,410
Bockel,2016-01-07T04:00Z,425
Bockel,2016-01-07T05:00Z,605
Bockel,2016-01-07T06:00Z,1096
Bockel,2016-01-07T07:00Z,1834
Bockel,2016-01-07T08:00Z,2515
Bockel,2016-01-07T09:00Z,2763
Bockel,2016-01-07T10:00Z,2545
Bockel,2016-01-07T11:00Z,2466
Bockel,2016-01-07T12:00Z,2804
Bockel,2016-01-07T13:00Z,2992
Bockel,2016-01-07T14:00Z,3057
Bockel,2016-01-06T22:00Z,1040
Bockel,2016-01-07T15:00Z,3231
Bockel,2016-01-07T16:00Z,3450
Bockel,2016-01-07T17:00Z,3433
Bockel,2016-01-07T18:00Z,3141
Bockel,2016-01-07T20:00Z,1744
Bockel,2016-01-07T19:00Z,2536
Bockel,2016-01-07T22:00Z,906
Bockel,2016-01-07T21:00Z,1336
Bockel,2016-01-07T23:00Z,654
Bockel,2016-01-08,656
Bockel,2016-01-08T01:00Z,626
Bockel,2016-01-06T23:00Z,905
Bockel,2016-01-08T03:00Z,412
Bockel,2016-01-08T04:00Z,472
Bockel,2016-01-08T05:00Z,617
Bockel,2016-01-08T06:00Z,1042
Bockel,2016-01-08T08:00Z,2160
Bockel,2016-01-08T07:00Z,1643
Bockel,2016-01-08T10:00Z,2453
Bockel,2016-01-08T09:00Z,2296
Bockel,2016-01-08T11:00Z,2605
Bockel,2016-01-08T12:00Z,3238
Bockel,2016-01-08T13:00Z,3974
Bockel,2016-01-08T15:00Z,4555
Bockel,2016-01-08T14:00Z,4150
Bockel,2016-01-08T16:00Z,4416
Bockel,2016-01-08T17:00Z,4087
Bockel,2016-01-08T18:00Z,3853
Bockel,2016-01-08T20:00Z,2405
Bockel,2016-01-08T19:00Z,3273
Bockel,2016-01-08T21:00Z,1715
Bockel,2016-01-08T02:00Z,489
Bockel,2016-01-09,924
Bockel,2016-01-08T23:00Z,1027
Bockel,2016-01-09T01:00Z,632
Bockel,2016-01-09T03:00Z,486
Bockel,2016-01-09T02:00Z,454
Bockel,2016-01-09T04:00Z,363
Bockel,2016-01-08T22:00Z,1236
Bockel,2016-01-09T06:00Z,542
Bockel,2016-01-09T07:00Z,756
Bockel,2016-01-09T08:00Z,1019
Bockel,2016-01-09T09:00Z,1488
Bockel,2016-01-09T11:00Z,2854
Bockel,2016-01-09T10:00Z,2253
Bockel,2016-01-09T12:00Z,3301
Bockel,2016-01-09T13:00Z,3263
Bockel,2016-01-09T14:00Z,3194
Bockel,2016-01-09T15:00Z,3261
Bockel,2016-01-09T05:00Z,370
Bockel,2016-01-09T16:00Z,2918
Bockel,2016-01-09T17:00Z,2677
Bockel,2016-01-09T18:00Z,2473
Bockel,2016-01-09T19:00Z,2205
Bockel,2016-01-09T20:00Z,1661
Bockel,2016-01-09T21:00Z,1347
Bockel,2016-01-09T22:00Z,991
Bockel,2016-01-09T23:00Z,805
Dibbersen,2016-01-04,823
Dibbersen,2016-01-04T01:00Z,394
Dibbersen,2016-01-04T03:00Z,311
Dibbersen,2016-01-04T04:00Z,360
Dibbersen,2016-01-04T05:00Z,655
Dibbersen,2016-01-04T02:00Z,435
Dibbersen,2016-01-04T06:00Z,1633
Dibbersen,2016-01-04T09:00Z,2701
Dibbersen,2016-01-04T08:00Z,3302
Dibbersen,2016-01-04T10:00Z,2435
Dibbersen,2016-01-04T11:00Z,2413
Dibbersen,2016-01-04T12:00Z,2460
Dibbersen,2016-01-04T07:00Z,2742
Dibbersen,2016-01-04T13:00Z,2564
Dibbersen,2016-01-04T15:00Z,2687
Dibbersen,2016-01-04T14:00Z,2618
Dibbersen,2016-01-04T16:00Z,2820
Dibbersen,2016-01-04T17:00Z,3221
Dibbersen,2016-01-04T18:00Z,3149
Dibbersen,2016-01-04T19:00Z,2434
Dibbersen,2016-01-04T23:00Z,653
Dibbersen,2016-01-04T22:00Z,877
Dibbersen,2016-01-05,511
Dibbersen,2016-01-05T01:00Z,392
Dibbersen,2016-01-04T20:00Z,1636
Dibbersen,2016-01-05T02:00Z,336
Dibbersen,2016-01-05T03:00Z,319
Dibbersen,2016-01-04T21:00Z,1148
Dibbersen,2016-01-05T06:00Z,1287
Dibbersen,2016-01-05T04:00Z,340
Dibbersen,2016-01-05T07:00Z,2342
Dibbersen,2016-01-05T05:00Z,525
Dibbersen,2016-01-05T08:00Z,2981
Dibbersen,2016-01-05T10:00Z,2281
Dibbersen,2016-01-05T09:00Z,2500
Dibbersen,2016-01-05T11:00Z,2060
Dibbersen,2016-01-05T12:00Z,1993
Dibbersen,2016-01-05T13:00Z,2435
Dibbersen,2016-01-05T16:00Z,2662
Dibbersen,2016-01-05T17:00Z,2742
Dibbersen,2016-01-05T18:00Z,2699
Dibbersen,2016-01-05T19:00Z,2384
Dibbersen,2016-01-05T20:00Z,1606
Dibbersen,2016-01-05T21:00Z,1391
Dibbersen,2016-01-05T22:00Z,1145
Dibbersen,2016-01-05T23:00Z,814
Dibbersen,2016-01-06,533
Dibbersen,2016-01-06T01:00Z,432
Dibbersen,2016-01-06T02:00Z,379
Dibbersen,2016-01-06T03:00Z,379
Dibbersen,2016-01-06T05:00Z,515
Dibbersen,2016-01-06T04:00Z,407
Dibbersen,2016-01-06T06:00Z,1282
Dibbersen,2016-01-05T14:00Z,2255
Dibbersen,2016-01-06T07:00Z,2439
Dibbersen,2016-01-06T08:00Z,3111
Dibbersen,2016-01-06T10:00Z,2421
Dibbersen,2016-01-06T09:00Z,2808
Dibbersen,2016-01-05T15:00Z,2687
Dibbersen,2016-01-06T11:00Z,2352
Dibbersen,2016-01-06T14:00Z,2617
Dibbersen,2016-01-06T15:00Z,2734
Dibbersen,2016-01-06T13:00Z,2506
Dibbersen,2016-01-06T16:00Z,2982
Dibbersen,2016-01-06T17:00Z,3255
Dibbersen,2016-01-06T18:00Z,3310
Dibbersen,2016-01-06T19:00Z,2551
Dibbersen,2016-01-06T12:00Z,2331
Dibbersen,2016-01-06T20:00Z,1716
Dibbersen,2016-01-06T22:00Z,849
Dibbersen,2016-01-06T21:00Z,1115
Dibbersen,2016-01-07,545
Dibbersen,2016-01-06T23:00Z,719
Dibbersen,2016-01-07T01:00Z,383
Dibbersen,2016-01-07T04:00Z,309
Dibbersen,2016-01-07T05:00Z,459
Dibbersen,2016-01-07T06:00Z,1349
Dibbersen,2016-01-07T07:00Z,2430
Dibbersen,2016-01-07T02:00Z,330
Dibbersen,2016-01-07T08:00Z,3260
Dibbersen,2016-01-07T09:00Z,2918
Dibbersen,2016-01-07T10:00Z,2459
Dibbersen,2016-01-07T12:00Z,2309
Dibbersen,2016-01-07T11:00Z,2266
Dibbersen,2016-01-07T13:00Z,2424
Dibbersen,2016-01-07T14:00Z,2582
Dibbersen,2016-01-07T03:00Z,335
Dibbersen,2016-01-07T15:00Z,2780
Dibbersen,2016-01-07T16:00Z,3046
Dibbersen,2016-01-07T17:00Z,3283
Dibbersen,2016-01-07T18:00Z,3202
Dibbersen,2016-01-07T19:00Z,2609
Dibbersen,2016-01-07T22:00Z,779
Dibbersen,2016-01-07T20:00Z,1670
Dibbersen,2016-01-07T23:00Z,653
Dibbersen,2016-01-07T21:00Z,1088
Dibbersen,2016-01-08,408
Dibbersen,2016-01-08T02:00Z,336
Dibbersen,2016-01-08T04:00Z,392
Dibbersen,2016-01-08T03:00Z,384
Dibbersen,2016-01-08T05:00Z,496
Dibbersen,2016-01-08T06:00Z,1196
Dibbersen,2016-01-08T07:00Z,2313
Dibbersen,2016-01-08T01:00Z,453
Dibbersen,2016-01-08T10:00Z,2333
Dibbersen,2016-01-08T08:00Z,2907
Dibbersen,2016-01-08T11:00Z,2346
Dibbersen,2016-01-08T13:00Z,3143
Dibbersen,2016-01-08T12:00Z,2666
Dibbersen,2016-01-08T14:00Z,3633
Dibbersen,2016-01-08T09:00Z,2547
Dibbersen,2016-01-08T15:00Z,3774
Dibbersen,2016-01-08T17:00Z,3566
Dibbersen,2016-01-08T18:00Z,3351
Dibbersen,2016-01-08T16:00Z,3737
Dibbersen,2016-01-08T19:00Z,2776
Dibbersen,2016-01-08T20:00Z,2046
Dibbersen,2016-01-08T22:00Z,966
Dibbersen,2016-01-08T21:00Z,1418
Dibbersen,2016-01-08T23:00Z,928
Dibbersen,2016-01-09,688
Dibbersen,2016-01-09T01:00Z,537
Dibbersen,2016-01-09T03:00Z,354
Dibbersen,2016-01-09T02:00Z,417
Dibbersen,2016-01-09T04:00Z,309
Dibbersen,2016-01-09T05:00Z,314
Dibbersen,2016-01-09T08:00Z,886
Dibbersen,2016-01-09T09:00Z,1453
Dibbersen,2016-01-09T10:00Z,2024
Dibbersen,2016-01-09T11:00Z,2397
Dibbersen,2016-01-09T12:00Z,2744
Dibbersen,2016-01-09T13:00Z,2826
Dibbersen,2016-01-09T14:00Z,2903
Dibbersen,2016-01-09T15:00Z,2803
Dibbersen,2016-01-09T16:00Z,2522
Dibbersen,2016-01-09T17:00Z,2380
Dibbersen,2016-01-09T18:00Z,2285
Dibbersen,2016-01-09T19:00Z,2179
Dibbersen,2016-01-09T07:00Z,593
Dibbersen,2016-01-09T21:00Z,1191
Dibbersen,2016-01-09T22:00Z,937
Dibbersen,2016-01-09T06:00Z,457
Dibbersen,2016-01-09T23:00Z,840
Dibbersen,2016-01-09T20:00Z,1586
Glüsingen,2016-01-04,1222
Glüsingen,2016-01-04T01:00Z,763
Glüsingen,2016-01-04T02:00Z,646
Glüsingen,2016-01-04T04:00Z,607
Glüsingen,2016-01-04T05:00Z,1191
Glüsingen,2016-01-04T06:00Z,3353
Glüsingen,2016-01-04T07:00Z,5730
Glüsingen,2016-01-04T08:00Z,5985
Glüsingen,2016-01-04T09:00Z,4869
Glüsingen,2016-01-04T10:00Z,4463
Glüsingen,2016-01-04T11:00Z,4634
Glüsingen,2016-01-04T12:00Z,5015
Glüsingen,2016-01-04T13:00Z,5332
Glüsingen,2016-01-04T14:00Z,5247
Glüsingen,2016-01-04T15:00Z,5370
Glüsingen,2016-01-04T16:00Z,6058
Glüsingen,2016-01-04T18:00Z,6148
Glüsingen,2016-01-04T17:00Z,6483
Glüsingen,2016-01-04T19:00Z,4710
Glüsingen,2016-01-04T20:00Z,3155
Glüsingen,2016-01-04T21:00Z,2242
Glüsingen,2016-01-04T03:00Z,505
Glüsingen,2016-01-05,903
Glüsingen,2016-01-04T23:00Z,1263
Glüsingen,2016-01-05T01:00Z,628
Glüsingen,2016-01-05T03:00Z,580
Glüsingen,2016-01-05T02:00Z,570
Glüsingen,2016-01-05T04:00Z,644
Glüsingen,2016-01-05T05:00Z,968
Glüsingen,2016-01-04T22:00Z,1711
Glüsingen,2016-01-05T08:00Z,5707
Glüsingen,2016-01-05T07:00Z,5118
Glüsingen,2016-01-05T09:00Z,4834
Glüsingen,2016-01-05T10:00Z,3953
Glüsingen,2016-01-05T11:00Z,3875
Glüsingen,2016-01-05T12:00Z,3795
Glüsingen,2016-01-05T06:00Z,2801
Glüsingen,2016-01-05T14:00Z,4817
Glüsingen,2016-01-05T15:00Z,5198
Glüsingen,2016-01-05T16:00Z,5363
Glüsingen,2016-01-05T17:00Z,5760
Glüsingen,2016-01-05T18:00Z,5301
Glüsingen,2016-01-05T19:00Z,4912
Glüsingen,2016-01-05T13:00Z,4574
Glüsingen,2016-01-05T20:00Z,3189
