origin,destination,count
PDX,OTH,162
PDX,PHL,379
PDX,PHX,3946
PDX,PSP,168
PDX,RDM,1621
PDX,RNO,1150
PDX,SAN,1352
PDX,SEA,2449
PDX,SFO,3088
PDX,SJC,2322
PDX,SLC,3277
PDX,SMF,2484
PDX,SNA,1421
PFN,ATL,2548
PFN,CVG,36
PFN,MCO,196
PFN,MEM,1095
PHF,ATL,4157
PHF,BOS,716
PHF,FLL,310
PHF,LGA,767
PHF,MCO,361
PHF,TPA,95
PHL,ALB,448
PHL,ATL,6918
PHL,ATW,1
PHL,AUS,290
PHL,AVP,1
PHL,BDL,521
PHL,BNA,981
PHL,BOS,6384
PHL,BUF,365
PHL,BWI,660
PHL,CLE,674
PHL,CLT,3545
PHL,CMH,994
PHL,CVG,1583
PHL,DCA,584
PHL,DEN,2961
PHL,DFW,3485
PHL,DTW,2760
PHL,EWR,19
PHL,FLL,2977
PHL,GRR,1
PHL,HOU,687
PHL,IAD,607
PHL,IAH,1732
PHL,ICT,1
PHL,IND,853
PHL,JAX,1665
PHL,JFK,675
PHL,LAS,2836
PHL,LAX,2240
PHL,LGA,4
PHL,MCO,7032
PHL,MDW,2652
PHL,MEM,1032
PHL,MHT,2357
PHL,MIA,2206
PHL,MKE,774
PHL,MSP,1749
PHL,MSY,1107
PHL,ORD,7078
PHL,ORF,292
PHL,PBI,1903
PHL,PDX,380
PHL,PHX,2885
PHL,PIT,3188
PHL,PVD,2550
PHL,RDU,3347
PHL,RIC,387
PHL,RSW,1223
PHL,SAN,817
PHL,SAT,290
PHL,SDF,2
PHL,SEA,708
PHL,SFO,2237
PHL,SJU,1474
PHL,SLC,670
PHL,SMF,207
PHL,STL,578
PHL,STT,198
PHL,SYR,334
PHL,TPA,3390
PHX,ABQ,5234
PHX,ANC,366
PHX,ASE,109
PHX,ATL,4607
PHX,AUS,2786
PHX,BDL,334
PHX,BFL,1194
PHX,BHM,367
PHX,BNA,1123
PHX,BOI,679
PHX,BOS,1067
PHX,BUF,365
PHX,BUR,4754
PHX,BWI,2103
PHX,CLD,43
PHX,CLE,1115
PHX,CLT,2183
PHX,CMH,1096
PHX,COS,1392
PHX,CVG,463
PHX,DCA,1080
PHX,DEN,8402
PHX,DFW,5387
PHX,DRO,811
PHX,DSM,749
PHX,DTW,2929
PHX,ELP,4155
PHX,EUG,371
PHX,EWR,2579
PHX,FAT,1618
PHX,FLG,1871
PHX,FLL,620
PHX,GEG,777
PHX,GJT,1037
PHX,HNL,914
PHX,HOU,1677
PHX,IAD,731
PHX,IAH,4197
PHX,ICT,692
PHX,IND,1458
PHX,JFK,2256
PHX,KOA,330
PHX,LAS,10337
PHX,LAX,9992
PHX,LGB,1624
PHX,LIH,280
PHX,LIT,235
PHX,MCI,2140
PHX,MCO,1039
PHX,MDW,2795
PHX,MEM,816
PHX,MFR,303
PHX,MHT,365
PHX,MIA,366
PHX,MKE,866
PHX,MRY,911
PHX,MSP,3508
PHX,MSY,365
PHX,OAK,4150
PHX,OGG,586
PHX,OKC,1516
PHX,OMA,2060
PHX,ONT,5627
PHX,ORD,5130
PHX,PDX,3948
PHX,PHL,2883
PHX,PIT,1086
PHX,PSP,1752
PHX,PVD,365
PHX,RDU,755
PHX,RNO,2776
PHX,SAN,7609
PHX,SAT,2783
PHX,SBA,1618
PHX,SBP,990
PHX,SDF,365
PHX,SEA,5072
PHX,SFO,4884
PHX,SJC,4050
PHX,SLC,7177
PHX,SMF,4134
PHX,SNA,5497
PHX,STL,2755
PHX,TEX,194
PHX,TPA,1022
PHX,TUL,1015
PHX,TUS,3684
PHX,YUM,1962
PIA,ATL,623
PIA,DEN,362
PIA,DFW,634
PIA,DTW,701
PIA,HPN,1
PIA,LNK,1
PIA,ORD,3259
PIH,SLC,1659
PIR,JAX,2
PIR,MSP,3
PIT,ATL,4557
PIT,BOS,616
PIT,BWI,1043
PIT,CLT,2376
PIT,CVG,1288
PIT,DCA,7
PIT,DEN,859
PIT,DFW,2140
PIT,DTW,1511
PIT,EWR,671
PIT,FLL,507
PIT,GRB,1
PIT,IAD,780
PIT,IAH,1719
PIT,JFK,2249
PIT,LAS,1411
PIT,LAX,373
PIT,LGA,936
PIT,MCI,266
PIT,MCO,2470
PIT,MDW,2070
PIT,MEM,1005
PIT,MIA,174
PIT,MKE,1083
PIT,MSP,1050
PIT,ORD,3521
PIT,PBI,4
PIT,PHL,4169
PIT,PHX,1086
PIT,RSW,181
PIT,SFO,369
PIT,SJU,1
PIT,SLC,218
PIT,TPA,1089
PLN,DCA,1
PLN,DTW,263
PMD,SFO,728
PNS,ATL,4430
PNS,CLT,372
PNS,DFW,2024
PNS,FLL,145
PNS,IAH,635
PNS,MCO,366
PNS,MEM,1097
PNS,ORD,293
PNS,TPA,135
PSC,DEN,940
PSC,SLC,1600
PSC,TWF,1
PSE,EWR,17
PSE,FLL,45
PSE,JFK,346
PSE,MCO,347
PSG,JNU,364
PSG,WRG,363
PSP,DEN,998
PSP,DFW,1096
PSP,FAT,1
PSP,GJT,1
PSP,IAH,216
PSP,LAS,1281
PSP,LAX,2597
PSP,MSP,214
PSP,ONT,1
PSP,ORD,452
PSP,PDX,169
PSP,PHX,1752
PSP,SEA,664
PSP,SFO,1638
PSP,SLC,898
PSP,TWF,1
PUB,COS,2
PVD,ATL,1390
PVD,BDL,1
PVD,BNA,366
PVD,BOS,3
PVD,BWI,3981
PVD,CLE,360
PVD,CLT,1439
PVD,CVG,958
PVD,DCA,672
PVD,DTW,1105
PVD,EWR,1102
PVD,FLL,425
PVD,IAD,511
PVD,JFK,604
PVD,LAS,364
PVD,MCO,2148
PVD,MDW,1373
PVD,MSP,6
PVD,ORD,1792
PVD,PHL,2563
PVD,PHX,365
PVD,TPA,981
PWM,ATL,904
PWM,BOS,2
PWM,BWI,995
PWM,CLE,306
PWM,CLT,277
PWM,CVG,563
PWM,DTW,67
PWM,EWR,741
PWM,IAD,407
PWM,JFK,1818
PWM,MCO,459
PWM,MSP,42
PWM,ORD,316
RAP,DEN,2309
RAP,MSP,877
RAP,ORD,217
RAP,SLC,757
RAP,TWF,1
RDD,SBA,1
RDD,SFO,1680
RDD,SMF,1
RDM,DEN,12
RDM,IDA,1
RDM,PDX,1619
RDM,SFO,1083
RDM,SLC,719
RDU,ATL,5418
RDU,AUS,231
RDU,BDL,1149
RDU,BHM,160
RDU,BNA,1617
RDU,BOS,3870
RDU,BWI,2078
RDU,CLE,307
RDU,CLT,2339
RDU,CMH,500
RDU,CVG,1317
RDU,DCA,2772
RDU,DEN,470
RDU,DFW,2347
RDU,DTW,1368
RDU,EWR,2394
RDU,FLL,696
RDU,GRB,1
RDU,IAD,1722
RDU,IAH,1995
RDU,IND,673
RDU,JAX,595
RDU,JFK,3989
RDU,LAS,715
RDU,LAX,8
RDU,LGA,4135
RDU,MCI,652
RDU,MCO,1738
RDU,MDW,1360
RDU,MEM,1062
RDU,MIA,1098
RDU,MKE,490
RDU,MSP,726
RDU,MSY,474
RDU,ORD,3094
RDU,PHL,3363
RDU,PHX,755
RDU,SAT,229
RDU,SDF,426
RDU,SLC,327
RDU,STL,358
RDU,TPA,1057
RDU,XNA,104
RFD,DEN,290
RHI,MSP,221
RIC,ATL,4536
RIC,BOS,688
RIC,CLE,905
RIC,CLT,1800
RIC,CVG,779
RIC,DCA,2
RIC,DFW,1041
RIC,DTW,700
RIC,EWR,1576
RIC,FLL,366
RIC,IAH,971
RIC,JAX,1
RIC,JFK,1703
RIC,LGA,1337
RIC,MCO,515
RIC,MEM,292
RIC,MIA,152
RIC,MSP,340
RIC,ORD,1884
RIC,ORF,1
RIC,PHL,387
RIC,RDU,1
RKS,DEN,545
RKS,GCC,58
RKS,SLC,351
RNO,ATL,169
RNO,BOI,1025
RNO,BUR,1
RNO,DEN,1353
RNO,DFW,1095
RNO,GEG,214
RNO,IAH,428
RNO,LAS,4508
RNO,LAX,1905
RNO,LGB,464
RNO,MDW,365
RNO,OAK,1322
RNO,ONT,273
RNO,ORD,365
RNO,PDX,1144
RNO,PHX,2779
RNO,PIH,1
RNO,SAN,730
RNO,SEA,799
RNO,SFO,1886
RNO,SJC,1364
RNO,SLC,1814
RNO,SNA,60
RNO,TUS,222
ROA,ATL,1731
ROA,BWI,1
ROA,CLT,1
ROA,CVG,2
ROA,DTW,748
ROA,IAD,601
ROA,MSN,1
ROA,ORD,635
ROC,ATL,2488
ROC,BOS,1
ROC,BWI,865
ROC,CLE,921
ROC,CLT,412
ROC,CVG,724
ROC,DFW,177
ROC,DTW,864
ROC,EWR,933
ROC,FLL,114
ROC,IAD,560
ROC,JFK,2435
ROC,LAS,84
ROC,MCO,700
ROC,MSP,136
ROC,ORD,2484
ROC,TPA,366
ROW,DFW,961
RST,DTW,171
RST,MSP,817
RST,ORD,2365
RSW,ATL,4196
RSW,BDL,134
RSW,BOS,1716
RSW,BUF,376
RSW,BWI,1335
RSW,CAK,138
RSW,CLE,594
RSW,CLT,1765
RSW,CMH,137
RSW,CVG,539
RSW,DCA,708
RSW,DEN,222
RSW,DFW,919
RSW,DTW,1144
RSW,EWR,1874
RSW,FNT,149
RSW,HPN,520
RSW,IAD,14
RSW,IAH,1066
RSW,IND,1057
RSW,ISP,374
RSW,JFK,1890
RSW,LGA,237
RSW,MCI,5
RSW,MCO,1414
RSW,MDW,1096
RSW,MEM,58
RSW,MIA,2
RSW,MKE,225
RSW,MSP,647
RSW,ORD,763
RSW,PBI,1
RSW,PHL,1223
RSW,PIT,181
RSW,STL,417
SAN,ABQ,1054
SAN,ATL,2855
SAN,AUS,715
SAN,BFL,224
SAN,BNA,727
SAN,BOI,475
SAN,BOS,610
SAN,BWI,729
SAN,CLE,87
SAN,CLT,704
SAN,COS,476
SAN,CVG,573
SAN,DEN,5263
SAN,DFW,3528
SAN,DTW,580
SAN,ELP,366
SAN,EWR,1180
SAN,FAT,582
SAN,GEG,452
SAN,HNL,393
SAN,HOU,422
SAN,IAD,1331
SAN,IAH,2388
SAN,JFK,1630
SAN,KOA,23
SAN,LAS,5902
SAN,LAX,11224
SAN,LIH,31
SAN,MCI,686
SAN,MCO,13
SAN,MDW,1708
SAN,MEM,109
SAN,MKE,106
SAN,MRY,446
SAN,MSP,1333
SAN,OAK,5831
SAN,OGG,279
SAN,OKC,305
SAN,OMA,317
SAN,ONT,3
SAN,ORD,2948
SAN,PDX,1352
SAN,PHL,817
SAN,PHX,7581
SAN,RNO,729
SAN,SAT,643
SAN,SEA,2831
SAN,SFO,6769
SAN,SJC,5286
SAN,SLC,2549
SAN,SMF,4603
SAN,STL,366
SAN,TUL,228
SAN,TUS,1413
SAT,ABQ,426
SAT,AMA,1
SAT,ATL,3241
SAT,AUS,2
SAT,BNA,676
SAT,BWI,730
SAT,CLE,233
SAT,CLT,658
SAT,CVG,882
SAT,DAL,4999
SAT,DEN,2510
SAT,DFW,5413
SAT,DTW,642
SAT,ELP,1332
SAT,EWR,954
SAT,HOU,2582
SAT,HRL,656
SAT,IAD,149
SAT,IAH,3755
SAT,IND,236
SAT,LAS,1575
SAT,LAX,1783
SAT,MCI,578
SAT,MCO,744
SAT,MDW,710
SAT,MEM,788
SAT,MGM,1
SAT,MSP,191
SAT,MSY,430
SAT,OKC,87
SAT,ONT,441
SAT,ORD,1815
SAT,PHL,290
SAT,PHX,2767
SAT,RDU,228
SAT,SAN,646
SAT,SFO,366
SAT,SLC,587
SAT,SMF,226
SAT,STL,246
SAT,TPA,365
SAT,TUL,89
SAT,TUS,240
SAV,ATL,3888
SAV,BOS,89
SAV,CHS,1
SAV,CLE,321
SAV,CLT,1433
SAV,CVG,731
SAV,DFW,795
SAV,DTW,509
SAV,EWR,1127
SAV,IAD,1007
SAV,IAH,949
SAV,JAX,3
SAV,LGA,996
SAV,MEM,764
SAV,MSP,27
SAV,ORD,1134
SBA,DEN,840
SBA,DFW,366
SBA,LAS,305
SBA,LAX,4498
SBA,MRY,1
SBA,PHX,1617
SBA,SBP,1
SBA,SFO,3047
SBA,SJC,1208
SBA,SLC,685
SBN,ATL,1039
SBN,CVG,12
SBN,DTW,1638
SBN,MSP,365
SBN,ORD,2265
SBP,FAT,1
SBP,LAS,128
SBP,LAX,2682
SBP,MFR,1
SBP,MRY,2
SBP,PHX,990
SBP,SFO,1758
SBP,SLC,284
SCC,ANC,363
SCC,BRW,364
SCE,ATL,122
SCE,CVG,23
SCE,DTW,500
SDF,ATL,2756
SDF,BHM,674
SDF,BOS,81
SDF,BWI,1483
SDF,CLE,728
SDF,CLT,795
SDF,CVG,639
SDF,DEN,384
SDF,DFW,1386
SDF,DTW,1011
SDF,EWR,1037
SDF,IAH,361
SDF,LAS,365
SDF,LGA,572
SDF,MCO,533
SDF,MDW,1685
SDF,MEM,787
SDF,MIA,366
SDF,MKE,257
SDF,MSP,780
SDF,ORD,3497
SDF,PHL,2
SDF,PHX,365
SDF,RDU,426
SDF,SLC,3
SDF,SPI,1
SDF,STL,995
SDF,TPA,489
SEA,ABQ,708
SEA,ANC,6256
SEA,ATL,2571
SEA,AUS,147
SEA,BNA,364
SEA,BOI,1070
SEA,BOS,980
SEA,BUR,1390
SEA,BWI,242
SEA,CLE,229
SEA,CLT,480
SEA,CVG,791
SEA,DCA,727
SEA,DEN,6623
SEA,DFW,3917
SEA,DTW,1172
SEA,EWR,2026
SEA,FAI,956
SEA,GEG,4346
SEA,HNL,1638
SEA,IAD,1097
SEA,IAH,2395
SEA,IND,75
SEA,JFK,1852
SEA,JNU,1334
SEA,KOA,45
SEA,KTN,1289
SEA,LAS,5051
SEA,LAX,6865
SEA,LGB,1500
SEA,LIH,366
SEA,MCI,365
SEA,MCO,731
SEA,MDW,1361
SEA,MEM,350
SEA,MIA,366
SEA,MKE,121
SEA,MSP,2474
SEA,OAK,5095
SEA,OGG,900
SEA,ONT,1343
SEA,ORD,4608
SEA,PDX,2449
SEA,PHL,707
SEA,PHX,5062
SEA,PSP,667
SEA,RNO,802
SEA,SAN,2833
SEA,SFO,5409
SEA,SIT,104
SEA,SJC,3534
SEA,SLC,3774
SEA,SMF,3642
SEA,SNA,2860
SEA,STL,567
SEA,TUS,443
SFO,ABQ,529
SFO,ACV,2337
SFO,ANC,182
SFO,ASE,59
SFO,ATL,3098
SFO,AUS,609
SFO,BFL,941
SFO,BOI,1766
SFO,BOS,2594
SFO,BUR,1962
SFO,BWI,366
SFO,BZN,28
SFO,CEC,705
SFO,CIC,1392
SFO,CLE,466
SFO,CLT,1429
SFO,COS,364
SFO,CVG,782
SFO,DEN,5374
SFO,DFW,3487
SFO,DTW,1160
SFO,EUG,1923
SFO,EWR,3137
SFO,FAT,2410
SFO,FCA,12
SFO,GJT,2
SFO,HNL,2359
SFO,IAD,2732
SFO,IAH,2660
SFO,IDA,1
SFO,IND,173
SFO,JFK,6971
SFO,KOA,713
SFO,LAS,7007
SFO,LAX,13788
SFO,LGB,209
SFO,LIH,483
SFO,LMT,348
SFO,MCO,366
SFO,MDW,1092
SFO,MEM,208
SFO,MFR,2570
SFO,MIA,1098
SFO,MKE,115
SFO,MOD,1665
SFO,MRY,2410
SFO,MSO,12
SFO,MSP,1984
SFO,OGG,932
SFO,ONT,1600
SFO,ORD,5746
SFO,OTH,354
SFO,PDX,2972
SFO,PHL,2554
SFO,PHX,4870
SFO,PIT,369
SFO,PMD,728
SFO,PSP,1636
SFO,RDD,1683
SFO,RDM,1082
SFO,RNO,1885
SFO,SAN,6312
SFO,SAT,366
SFO,SBA,2991
SFO,SBP,1751
SFO,SEA,5414
SFO,SJC,1
SFO,SLC,4064
SFO,SMF,2301
SFO,SMX,2
SFO,SNA,3955
SFO,STL,574
SFO,TUS,365
SFO,TWF,2
SGF,ATL,1170
SGF,BNA,2
SGF,CVG,247
SGF,DEN,777
SGF,DFW,3228
SGF,DTW,363
SGF,FSD,1
SGF,MEM,1079
SGF,MSP,360
SGF,ORD,2492
SGF,STL,368
SGU,CDC,1
SGU,LAX,721
SGU,PIH,1
SGU,PSP,1
SGU,SLC,2594
SGU,TWF,1
SHV,ATL,1817
SHV,DFW,3579
SHV,DTW,360
SHV,IAH,1018
SHV,MEM,1094
SHV,ORD,211
SIT,JNU,740
SIT,KTN,365
SIT,SEA,227
SJC,ATL,634
SJC,AUS,968
SJC,BFL,1
SJC,BOS,256
SJC,BUR,3380
SJC,DEN,3670
SJC,DFW,2264
SJC,EWR,200
SJC,FAT,1
SJC,HNL,366
SJC,IAD,245
SJC,IAH,994
SJC,JFK,481
SJC,LAS,4176
SJC,LAX,8939
SJC,LGB,660
SJC,MDW,659
SJC,MSP,695
SJC,ONT,2719
SJC,ORD,1348
SJC,PDX,2322
SJC,PHX,4027
SJC,RNO,1371
SJC,SAN,5254
SJC,SBA,1206
SJC,SEA,3543
SJC,SFO,1
SJC,SLC,1372
SJC,SMX,1
SJC,SNA,5383
SJT,DFW,1316
SJU,ATL,1872
SJU,BDL,366
SJU,BOS,1273
SJU,BWI,318
SJU,CLE,43
SJU,CLT,795
SJU,DFW,986
SJU,DTW,172
SJU,EWR,1582
SJU,FLL,764
SJU,IAD,844
SJU,IAH,730
SJU,JFK,3558
SJU,LAX,144
SJU,MCO,2415
SJU,MEM,26
SJU,MIA,2560
SJU,MSP,26
SJU,ORD,1115
SJU,PHL,1475
SJU,PIT,1
SJU,STT,245
SJU,TPA,366
SLC,ABQ,2293
SLC,ACV,389
SLC,ANC,478
SLC,ASE,443
SLC,ATL,2866
SLC,AUS,550
SLC,BFL,371
SLC,BHM,5
SLC,BIL,1953
SLC,BLI,120
SLC,BNA,114
SLC,BOI,3370
SLC,BOS,707
SLC,BTM,704
SLC,BUR,1674
SLC,BWI,728
SLC,BZN,2029
SLC,CDC,666
SLC,CLE,348
SLC,CLT,211
SLC,CMH,290
SLC,COD,706
SLC,COS,1073
SLC,CPR,1006
SLC,CVG,1620
SLC,CYS,1
SLC,DCA,365
SLC,DEN,9269
SLC,DFW,3149
SLC,DRO,386
SLC,DSM,3
SLC,DTW,573
SLC,EKO,1579
SLC,ELP,120
SLC,EUG,714
SLC,EWR,812
SLC,FAI,80
SLC,FAR,95
SLC,FAT,849
SLC,FCA,1742
SLC,FLL,242
SLC,FSD,7
SLC,GCC,293
SLC,GEG,1947
SLC,GJT,1062
SLC,GTF,1050
SLC,GUC,14
SLC,HDN,373
SLC,HLN,1215
SLC,HNL,366
SLC,IAD,523
SLC,IAH,2698
SLC,IDA,1788
SLC,JAC,1485
SLC,JFK,1784
SLC,LAS,5373
SLC,LAX,5178
SLC,LBB,1
SLC,LGA,24
SLC,LGB,2499
SLC,LIT,18
SLC,LWS,652
SLC,MCI,1051
SLC,MCO,687
SLC,MDW,997
SLC,MFR,726
SLC,MKE,5
SLC,MRY,6
SLC,MSO,1845
SLC,MSP,2191
SLC,MSY,328
SLC,MTJ,229
SLC,OAK,3134
SLC,OGD,1
SLC,OGG,261
SLC,OKC,740
SLC,OMA,605
SLC,ONT,1661
SLC,ORD,2863
SLC,PDX,3289
SLC,PHL,671
SLC,PHX,7168
SLC,PIH,1660
SLC,PIT,217
SLC,PSC,1602
SLC,PSP,901
SLC,RAP,757
SLC,RDM,720
SLC,RDU,328
SLC,RKS,349
SLC,RNO,1817
SLC,SAN,2548
SLC,SAT,587
SLC,SBA,688
SLC,SBP,285
SLC,SDF,2
SLC,SEA,3771
SLC,SFO,3705
SLC,SGF,1
SLC,SGU,2594
SLC,SJC,1372
SLC,SLE,484
SLC,SMF,1660
SLC,SNA,2016
SLC,STL,1386
SLC,SUN,2903
SLC,TPA,329
SLC,TUL,602
SLC,TUS,1485
SLC,TWF,1772
SLC,WYS,264
SLC,XNA,4
SLC,YKM,338
SLC,YUM,440
SLE,SLC,484
SLE,TWF,2
SMF,ABQ,466
SMF,ACV,616
SMF,ATL,682
SMF,BFL,229
SMF,BUR,3466
SMF,CLT,76
SMF,COS,426
SMF,DEN,3327
SMF,DFW,1347
SMF,GEG,371
SMF,HNL,366
SMF,IAD,366
SMF,IAH,1085
SMF,JFK,342
SMF,LAS,4064
SMF,LAX,5717
SMF,LGB,729
SMF,MCI,306
SMF,MDW,683
SMF,MSP,810
SMF,OGG,59
SMF,OKC,229
SMF,ONT,3814
SMF,ORD,1077
SMF,PDX,2482
SMF,PHL,207
SMF,PHX,4115
SMF,RDD,1
SMF,SAN,4573
SMF,SAT,228
SMF,SBA,1
SMF,SEA,3638
SMF,SFO,2300
SMF,SLC,1660
SMF,SNA,2503
SMF,TUL,228
SMF,TUS,467
SMX,LAX,1681
SNA,ATL,1463
SNA,AUS,246
SNA,CVG,285
SNA,DEN,3326
SNA,DFW,3656
SNA,EWR,954
SNA,HNL,64
SNA,IAH,1826
SNA,KOA,36
SNA,LAS,4130
SNA,LAX,33
SNA,LIH,23
SNA,MSP,1036
SNA,OAK,3652
SNA,OGG,60
SNA,ORD,2554
SNA,PDX,1418
SNA,PHX,5477
SNA,RNO,60
SNA,SAN,1
SNA,SEA,2862
SNA,SFO,3994
SNA,SJC,5401
SNA,SLC,2015
SNA,SMF,2498
SNA,STL,306
SPI,IAD,142
SPI,ORD,1083
SPS,DFW,1834
SRQ,ATL,3327
SRQ,BOS,23
SRQ,BWI,245
SRQ,CLE,118
SRQ,CLT,207
SRQ,CVG,445
SRQ,DCA,12
SRQ,DTW,219
SRQ,EWR,399
SRQ,IAH,70
SRQ,IND,155
SRQ,JFK,534
SRQ,LGA,74
SRQ,MDW,565
SRQ,STL,37
SRQ,TPA,2
STL,ABQ,366
STL,ATL,3956
STL,AUS,95
STL,BHM,366
STL,BNA,258
STL,BOS,865
STL,BWI,1676
STL,CLE,916
STL,CLT,1093
STL,CMH,674
STL,CVG,346
STL,DAL,2718
STL,DCA,1296
STL,DEN,2430
STL,DFW,3597
STL,DTW,2455
STL,EWR,1725
STL,FLL,472
STL,HOU,1340
STL,IAH,1003
STL,JFK,795
STL,LAS,1651
STL,LAX,1687
STL,LGA,1603
STL,LIT,666
STL,MCI,1785
STL,MCO,2421
STL,MDW,3755
STL,MEM,1048
STL,MIA,731
STL,MKE,321
STL,MSP,1696
STL,OKC,687
STL,OMA,1043
STL,ORD,4256
STL,PHL,576
STL,PHX,2763
STL,RDU,357
STL,RSW,417
STL,SAN,366
STL,SAT,246
STL,SDF,994
STL,SEA,566
STL,SFO,574
STL,SGF,366
STL,SLC,1386
STL,SNA,305
STL,SRQ,38
STL,TPA,1088
STL,TUL,899
STT,ATL,451
STT,BOS,88
STT,CLT,418
STT,EWR,232
STT,JFK,366
STT,LGA,9
STT,MIA,732
STT,PHL,198
STT,SJU,478
STX,ATL,64
STX,CLT,20
STX,JAX,2
STX,MGM,1
STX,MIA,349
SUN,SLC,2870
SUN,TWF,1
SUX,MSP,122
SWF,ATL,1617
SWF,BDL,1
SWF,BOS,1
SWF,DTW,724
SWF,FLL,476
SWF,MCO,835
SWF,PBI,360
SWF,TPA,235
SYR,ATL,1419
SYR,CAK,1
SYR,CLE,686
SYR,CLT,746
SYR,CVG,831
SYR,DCA,313
SYR,DFW,178
SYR,DTW,1015
SYR,EWR,1002
SYR,FLL,328
SYR,IAD,622
SYR,JFK,1825
SYR,MCO,391
SYR,ORD,2342
SYR,PHL,333
TEX,PHX,194
TLH,ATL,2484
TLH,CLT,240
TLH,FLL,261
TLH,IAH,482
TLH,MCO,219
TLH,MEM,1094
TLH,MIA,831
TLH,TPA,301
TOL,ATL,120
TOL,CVG,21
TOL,ORD,1337
TPA,ABQ,366
TPA,ALB,391
TPA,ATL,7313
TPA,AUS,367
TPA,BDL,1266
TPA,BHM,1052
TPA,BNA,1695
TPA,BOS,1782
TPA,BUF,728
TPA,BWI,3402
TPA,CAK,359
TPA,CLE,874
TPA,CLT,2825
TPA,CMH,973
TPA,CVG,1101
TPA,DAY,204
TPA,DCA,1554
TPA,DEN,1692
TPA,DFW,2804
TPA,DTW,1452
TPA,EWR,2837
TPA,FLL,3051
TPA,FNT,200
TPA,GPT,366
TPA,HOU,1411
TPA,HPN,60
TPA,IAD,1906
TPA,IAH,1962
TPA,IND,1578
TPA,ISP,1093
TPA,JAX,1006
TPA,JFK,3395
TPA,LAS,1178
TPA,LAX,519
TPA,LGA,1465
TPA,MCI,699
TPA,MCO,1
TPA,MDW,2218
TPA,MEM,860
TPA,MHT,741
TPA,MIA,1829
TPA,MKE,178
TPA,MSP,1005
TPA,MSY,1088
TPA,ORD,2288
TPA,ORF,366
TPA,PBI,1353
TPA,PHF,95
TPA,PHL,3380
TPA,PHX,1022
TPA,PIT,1096
TPA,PNS,136
TPA,PVD,981
TPA,RDU,1067
TPA,ROC,366
TPA,SAT,365
TPA,SDF,488
TPA,SJU,366
TPA,SLC,329
TPA,STL,1099
TPA,SWF,235
TPA,TLH,301
TRI,ATL,1808
TRI,CLT,16
TRI,CVG,249
TRI,MEM,44
TUL,ABQ,229
TUL,ASE,1
TUL,ATL,1980
TUL,AUS,90
TUL,CVG,883
TUL,DAL,2284
TUL,DEN,1631
TUL,DFW,3260
TUL,DTW,726
TUL,EWR,344
TUL,GJT,2
TUL,HOU,1300
TUL,IAH,2319
TUL,LAS,391
TUL,LAX,73
TUL,MCI,806
TUL,MCO,9
TUL,MEM,1094
TUL,MSP,717
TUL,OKC,1
TUL,OMA,1
TUL,ONT,227
TUL,ORD,2038
TUL,PHX,1021
TUL,PIA,1
TUL,SAN,228
TUL,SAT,88
TUL,SLC,599
TUL,SMF,225
TUL,STL,890
TUL,XNA,1
TUP,ATL,10
TUS,ABQ,718
TUS,ATL,667
TUS,AUS,229
TUS,CLT,207
TUS,DEN,2029
TUS,DFW,2676
TUS,ELP,88
TUS,EWR,186
TUS,GEG,151
TUS,IAD,112
TUS,IAH,1669
TUS,JFK,132
TUS,LAS,2242
TUS,LAX,4190
TUS,MCI,230
TUS,MDW,723
TUS,MSP,439
TUS,OAK,306
TUS,OMA,221
TUS,ONT,477
TUS,ORD,865
TUS,PHX,3474
TUS,PSP,1
TUS,RNO,219
TUS,SAN,1412
TUS,SAT,239
TUS,SEA,444
TUS,SFO,365
TUS,SLC,1485
TUS,SMF,465
TVC,CVG,129
TVC,DEN,89
TVC,DTW,1210
TVC,LGA,50
TVC,MSN,1
TVC,MSP,347
TVC,ORD,2436
TWF,BOI,1
TWF,SLC,1810
TWF,SUN,2
TXK,DFW,1250
TYR,DFW,1585
TYS,ATL,2431
TYS,AUS,3
TYS,CLE,511
TYS,CVG,954
TYS,DEN,511
TYS,DFW,1506
TYS,DTW,1424
TYS,EWR,651
TYS,IAD,96
TYS,IAH,1344
TYS,LGA,603
TYS,MCI,1
TYS,MCO,125
TYS,MEM,1460
TYS,MSP,365
TYS,ORD,2019
VLD,ATL,938
VPS,ATL,3045
VPS,CVG,103
VPS,DFW,1968
VPS,IAH,421
VPS,LGA,2
VPS,MEM,1045
VPS,ORD,236
WRG,KTN,363
WRG,PSG,364
WYS,SLC,264
XNA,ATL,1768
XNA,BHM,1
XNA,CAK,1
XNA,COS,1
XNA,CVG,101
XNA,DCA,209
XNA,DEN,685
XNA,DFW,2781
XNA,DTW,361
XNA,EWR,545
XNA,FAR,1
XNA,IAH,1435
XNA,LAX,358
XNA,LEX,1
XNA,LGA,766
XNA,MEM,1044
XNA,MIA,154
XNA,MSP,676
XNA,ORD,3114
XNA,RDU,104
XNA,RFD,1
XNA,SGF,1
XNA,SLC,4
YAK,CDV,363
YAK,JNU,362
YKM,SLC,340
YUM,GJT,1
YUM,IPL,326
YUM,LAS,99
YUM,LAX,1044
YUM,PHX,1961
YUM,SLC,440
